run_dir,config_index,task,core,strategy,feedback,depth,branch_factors,non_somatic_compartments_per_soma,inhibitory_synapses_per_branch,topology,routing,seed,init_policy,duration_seconds,test_accuracy,valid_accuracy,best_epoch,best_loss,epochs_recorded,total_parameters,active_synapses,cuda_peak_memory_allocated_bytes,cuda_peak_memory_reserved_bytes,checkpoint_bytes,checkpoint_tensors,status,issues,family
prospective_runs/journal_confirmatory_ancestry_routing_mnist_additive_local3f_20260803232858,39,mnist,dendritic_additive,local_ca,per_soma_shuffled,4,2x2x2x2,30,20,standard,shuffled,51,occupancy_quantile,253.0,0.9695999622344972,0.9694166779518129,45,0.105029683470726,180,6034186,230400,2462657536,3214934016,24154082,39,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,0,mnist,dendritic_shunting,local_ca,per_soma_shared,2,2x2,6,20,standard,correct,42,analytical,231.0,0.968999981880188,0.9679166674613952,116,0.1128840820391972,180,1208074,46080,922934784,1040187392,4842834,23,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,1,mnist,dendritic_shunting,local_ca,per_soma_shared,2,2x2,6,20,standard,correct,43,analytical,188.0,0.967799961566925,0.9675832986831664,85,0.1132852515975634,180,1208074,46080,922934784,1040187392,4842834,23,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,2,mnist,dendritic_shunting,local_ca,per_soma_shared,2,2x2,6,20,standard,correct,44,analytical,186.0,0.9695000052452089,0.9702500104904176,99,0.1033156010905901,180,1208074,46080,922934784,1040187392,4842834,23,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,3,mnist,dendritic_shunting,local_ca,per_soma_shared,2,2x2,6,20,standard,correct,45,analytical,188.0,0.9686999917030334,0.972000002861023,95,0.1027741171916325,180,1208074,46080,922934784,1040187392,4842834,23,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,4,mnist,dendritic_shunting,local_ca,per_soma_shared,2,2x2,6,20,standard,correct,46,analytical,187.0,0.9697999954223632,0.969249963760376,105,0.105391153872013,180,1208074,46080,922934784,1040187392,4842834,23,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,5,mnist,dendritic_shunting,local_ca,per_soma_shared,2,2x2,6,20,standard,correct,47,analytical,187.0,0.967799961566925,0.9695000052452089,86,0.1027802922924359,180,1208074,46080,922934784,1040187392,4842834,23,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,6,mnist,dendritic_shunting,local_ca,per_soma_shared,2,2x2,6,20,standard,correct,48,analytical,188.0,0.9703999757766724,0.9695000052452089,96,0.105526030699412,180,1208074,46080,922934784,1040187392,4842834,23,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,7,mnist,dendritic_shunting,local_ca,per_soma_shared,2,2x2,6,20,standard,correct,49,analytical,187.0,0.9709999561309814,0.9698333144187928,106,0.0981358251969019,180,1208074,46080,922934784,1040187392,4842834,23,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,8,mnist,dendritic_shunting,local_ca,per_soma_shared,2,2x2,6,20,standard,correct,50,analytical,188.0,0.9714999794960022,0.969249963760376,99,0.1089868144989013,180,1208074,46080,922934784,1040187392,4842834,23,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,9,mnist,dendritic_shunting,local_ca,per_soma_shared,2,2x2,6,20,standard,correct,51,analytical,187.0,0.9714999794960022,0.9669166803359984,94,0.1051991235812505,180,1208074,46080,922934784,1040187392,4842834,23,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,10,mnist,dendritic_shunting,local_ca,per_soma_shuffled,2,2x2,6,20,standard,shuffled,42,analytical,364.0,0.9659000039100648,0.9608333110809326,102,0.1302935296694437,180,1208074,46080,922934784,1040187392,4842834,23,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,11,mnist,dendritic_shunting,local_ca,per_soma_shuffled,2,2x2,6,20,standard,shuffled,43,analytical,188.0,0.9621999859809875,0.962583303451538,93,0.131730733692646,180,1208074,46080,922934784,1040187392,4842834,23,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,12,mnist,dendritic_shunting,local_ca,per_soma_shuffled,2,2x2,6,20,standard,shuffled,44,analytical,240.0,0.9634999632835388,0.9628333449363708,100,0.11867482984066,180,1208074,46080,922934784,1040187392,4842834,23,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,13,mnist,dendritic_shunting,local_ca,per_soma_shuffled,2,2x2,6,20,standard,shuffled,45,analytical,190.0,0.9631999731063844,0.9632499814033508,98,0.1221177211801211,180,1208074,46080,922934784,1040187392,4842834,23,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,14,mnist,dendritic_shunting,local_ca,per_soma_shuffled,2,2x2,6,20,standard,shuffled,46,analytical,191.0,0.9633999466896056,0.9641666412353516,102,0.1241936983466148,180,1208074,46080,922934784,1040187392,4842834,23,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,15,mnist,dendritic_shunting,local_ca,per_soma_shuffled,2,2x2,6,20,standard,shuffled,47,analytical,192.0,0.9666999578475952,0.9627500176429749,103,0.1205265196959177,180,1208074,46080,922934784,1040187392,4842834,23,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,16,mnist,dendritic_shunting,local_ca,per_soma_shuffled,2,2x2,6,20,standard,shuffled,48,analytical,192.0,0.9628999829292296,0.9639999866485596,92,0.1200583118597666,180,1208074,46080,922934784,1040187392,4842834,23,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,17,mnist,dendritic_shunting,local_ca,per_soma_shuffled,2,2x2,6,20,standard,shuffled,49,analytical,190.0,0.9650999903678894,0.9662500023841858,101,0.1138470304409663,180,1208074,46080,922934784,1040187392,4842834,23,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,18,mnist,dendritic_shunting,local_ca,per_soma_shuffled,2,2x2,6,20,standard,shuffled,50,analytical,192.0,0.9627999663352966,0.9646666646003724,95,0.1268033944765726,180,1208074,46080,922934784,1040187392,4842834,23,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,19,mnist,dendritic_shunting,local_ca,per_soma_shuffled,2,2x2,6,20,standard,shuffled,51,analytical,192.0,0.9644999504089355,0.96016663312912,103,0.1305478816827138,180,1208074,46080,922934784,1040187392,4842834,23,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,20,mnist,dendritic_shunting,local_ca,per_soma_shared,4,2x2x2x2,30,20,standard,correct,42,analytical,274.0,0.97079998254776,0.968666672706604,82,0.1053575073281923,180,6034186,230400,3257290240,3638558720,24154082,39,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,21,mnist,dendritic_shunting,local_ca,per_soma_shared,4,2x2x2x2,30,20,standard,correct,43,analytical,272.0,0.973099946975708,0.9708333015441896,88,0.1018071748415629,180,6034186,230400,3258043904,3638558720,24154082,39,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,22,mnist,dendritic_shunting,local_ca,per_soma_shared,4,2x2x2x2,30,20,standard,correct,44,analytical,272.0,0.9724999666213988,0.9722499847412108,84,0.0914585130413373,180,6034186,230400,3257290240,3638558720,24154082,39,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,23,mnist,dendritic_shunting,local_ca,per_soma_shared,4,2x2x2x2,30,20,standard,correct,45,analytical,282.0,0.9704999923706056,0.971916675567627,78,0.0963280260562896,180,6034186,230400,3257290240,3638558720,24154082,39,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,24,mnist,dendritic_shunting,local_ca,per_soma_shared,4,2x2x2x2,30,20,standard,correct,46,analytical,270.0,0.9722999930381776,0.9699166417121888,90,0.1022983578046163,180,6034186,230400,3257781760,3638558720,24154082,39,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,25,mnist,dendritic_shunting,local_ca,per_soma_shared,4,2x2x2x2,30,20,standard,correct,47,analytical,286.0,0.973099946975708,0.971833348274231,87,0.0953831079006195,180,6034186,230400,3258043904,3638558720,24154082,39,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,26,mnist,dendritic_shunting,local_ca,per_soma_shared,4,2x2x2x2,30,20,standard,correct,48,analytical,271.0,0.9718999862670898,0.9694166779518129,80,0.099136763771375,180,6034186,230400,3257683456,3638558720,24154082,39,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,27,mnist,dendritic_shunting,local_ca,per_soma_shared,4,2x2x2x2,30,20,standard,correct,49,analytical,287.0,0.9720999598503112,0.9726666808128356,90,0.0925186040401458,180,6034186,230400,3258633728,3638558720,24154082,39,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,28,mnist,dendritic_shunting,local_ca,per_soma_shared,4,2x2x2x2,30,20,standard,correct,50,analytical,287.0,0.9715999960899352,0.9697499871253968,84,0.1045380163391431,180,6034186,230400,3257421312,3638558720,24154082,39,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,29,mnist,dendritic_shunting,local_ca,per_soma_shared,4,2x2x2x2,30,20,standard,correct,51,analytical,284.0,0.9709999561309814,0.9724166393280028,94,0.0967452743252118,180,6034186,230400,3257650688,3638558720,24154082,39,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,30,mnist,dendritic_shunting,local_ca,per_soma_shuffled,4,2x2x2x2,30,20,standard,shuffled,42,analytical,289.0,0.967199981212616,0.965416669845581,88,0.1156399107774098,180,6034186,230400,3257290240,3638558720,24154082,39,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,31,mnist,dendritic_shunting,local_ca,per_soma_shuffled,4,2x2x2x2,30,20,standard,shuffled,43,analytical,296.0,0.9682999849319458,0.965999960899353,92,0.1185931020180384,180,6034186,230400,3259600384,3638558720,24154082,39,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,32,mnist,dendritic_shunting,local_ca,per_soma_shuffled,4,2x2x2x2,30,20,standard,shuffled,44,analytical,291.0,0.9695999622344972,0.96875,89,0.1042840375900268,180,6034186,230400,3257880064,3638558720,24154082,39,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,33,mnist,dendritic_shunting,local_ca,per_soma_shuffled,4,2x2x2x2,30,20,standard,shuffled,45,analytical,292.0,0.9666999578475952,0.968500018119812,78,0.1092489035924275,180,6034186,230400,3257912832,3638558720,24154082,39,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,34,mnist,dendritic_shunting,local_ca,per_soma_shuffled,4,2x2x2x2,30,20,standard,shuffled,46,analytical,290.0,0.9679999947547911,0.9642499685287476,78,0.1155832668145497,180,6034186,230400,3257290240,3638558720,24154082,39,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,35,mnist,dendritic_shunting,local_ca,per_soma_shuffled,4,2x2x2x2,30,20,standard,shuffled,47,analytical,287.0,0.9696999788284302,0.9674999713897704,94,0.1098197634220123,180,6034186,230400,3258011136,3638558720,24154082,39,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,36,mnist,dendritic_shunting,local_ca,per_soma_shuffled,4,2x2x2x2,30,20,standard,shuffled,48,analytical,287.0,0.9661999940872192,0.9670000076293944,88,0.1102458066542943,180,6034186,230400,3257290240,3638558720,24154082,39,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,37,mnist,dendritic_shunting,local_ca,per_soma_shuffled,4,2x2x2x2,30,20,standard,shuffled,49,analytical,289.0,0.967799961566925,0.9681666493415833,90,0.1022364415129025,180,6034186,230400,3257421312,3638558720,24154082,39,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,38,mnist,dendritic_shunting,local_ca,per_soma_shuffled,4,2x2x2x2,30,20,standard,shuffled,50,analytical,290.0,0.9677000045776368,0.968583345413208,79,0.1107511399785677,180,6034186,230400,3258142208,3638558720,24154082,39,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_mnist_shunting_local3f_20260803232906,39,mnist,dendritic_shunting,local_ca,per_soma_shuffled,4,2x2x2x2,30,20,standard,shuffled,51,analytical,276.0,0.9696999788284302,0.9678333401679992,88,0.109986156185468,180,6034186,230400,3257945600,3638558720,24154082,39,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_noise_additive_local3f_20260803232913,0,noise_resilience,dendritic_additive,local_ca,per_soma_shared,2,2x2,6,20,standard,correct,42,occupancy_quantile,174.0,0.9276999831199646,0.928333342075348,19,0.2406966468493143,180,1208074,46080,724458496,838860800,4842834,23,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_noise_additive_local3f_20260803232913,1,noise_resilience,dendritic_additive,local_ca,per_soma_shared,2,2x2,6,20,standard,correct,43,occupancy_quantile,173.0,0.9350000023841858,0.9271666407585144,19,0.2421140346924463,180,1208074,46080,724458496,838860800,4842834,23,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_noise_additive_local3f_20260803232913,2,noise_resilience,dendritic_additive,local_ca,per_soma_shared,2,2x2,6,20,standard,correct,44,occupancy_quantile,174.0,0.9314000010490416,0.9264166355133056,19,0.2401426844994227,180,1208074,46080,724458496,838860800,4842834,23,pass,,routing
prospective_runs/journal_confirmatory_ancestry_routing_noise_additive_local3f_20260803232913,3,noise_resilience,dendritic_additive,local_ca,per_soma_shared,2,2x2,6,20,standard,correct,45,occupancy_quantile,171.0,0.9358999729156494,0.931166648864746,25,0.2358760412931442,180,1208074,46080,724458496,838860800,4842834,23,pass,,routing
