panel,record,rule,severity,mean,ci_low,ci_high,n,forward,metric,seed,value,comparison,rate_scope,task
D,seed outcome,resistance,,,,,,,ood_3.0,2026092203.0,0.0001265518530587,1.0,selected,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092204.0,0.0001124245628193,1.0,selected,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092205.0,5.948681868568638e-05,1.0,selected,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092206.0,0.0002112632850556,1.0,selected,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092207.0,0.0001240025851904,1.0,selected,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092208.0,6.20940671580116e-05,1.0,selected,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092209.0,0.0001096550771336,1.0,selected,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092210.0,6.901857240140867e-05,1.0,selected,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092211.0,0.0001498840579256,1.0,selected,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092212.0,8.107121765375844e-05,1.0,selected,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092213.0,9.10155255384274e-05,1.0,selected,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092214.0,0.0001568683673076,1.0,selected,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092215.0,0.00016402812295,1.0,selected,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092216.0,0.0001773225358841,1.0,selected,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092217.0,0.0002050034315329,1.0,selected,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092218.0,9.530709027570442e-05,1.0,selected,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092219.0,0.0001344066487135,1.0,selected,
D,mean and bootstrap interval,broadcast,,0.000802700179486945,0.0006576123890695954,0.000978395202548431,20.0,,ood_3.0,,,2.0,common 0.1,
D,seed outcome,broadcast,,,,,,,ood_3.0,2026092200.0,0.0018924510910968,2.0,common 0.1,
D,seed outcome,broadcast,,,,,,,ood_3.0,2026092201.0,0.0004993116874557,2.0,common 0.1,
D,seed outcome,broadcast,,,,,,,ood_3.0,2026092202.0,0.0006545577866266,2.0,common 0.1,
D,seed outcome,broadcast,,,,,,,ood_3.0,2026092203.0,0.0005826121257612,2.0,common 0.1,
D,seed outcome,broadcast,,,,,,,ood_3.0,2026092204.0,0.0007154312825579,2.0,common 0.1,
D,seed outcome,broadcast,,,,,,,ood_3.0,2026092205.0,0.0007116999876686,2.0,common 0.1,
D,seed outcome,broadcast,,,,,,,ood_3.0,2026092206.0,0.0011971911135095,2.0,common 0.1,
D,seed outcome,broadcast,,,,,,,ood_3.0,2026092207.0,0.0006400288390313,2.0,common 0.1,
D,seed outcome,broadcast,,,,,,,ood_3.0,2026092208.0,0.0007761219678278,2.0,common 0.1,
D,seed outcome,broadcast,,,,,,,ood_3.0,2026092209.0,0.0015623047473582,2.0,common 0.1,
D,seed outcome,broadcast,,,,,,,ood_3.0,2026092210.0,0.0004699521021236,2.0,common 0.1,
D,seed outcome,broadcast,,,,,,,ood_3.0,2026092211.0,0.0006531351788539,2.0,common 0.1,
D,seed outcome,broadcast,,,,,,,ood_3.0,2026092212.0,0.0006291625521532,2.0,common 0.1,
D,seed outcome,broadcast,,,,,,,ood_3.0,2026092213.0,0.0004812338980017,2.0,common 0.1,
D,seed outcome,broadcast,,,,,,,ood_3.0,2026092214.0,0.0005454842721768,2.0,common 0.1,
D,seed outcome,broadcast,,,,,,,ood_3.0,2026092215.0,0.0011310767816086,2.0,common 0.1,
D,seed outcome,broadcast,,,,,,,ood_3.0,2026092216.0,0.0008290837598455,2.0,common 0.1,
D,seed outcome,broadcast,,,,,,,ood_3.0,2026092217.0,0.0008851651657177,2.0,common 0.1,
D,seed outcome,broadcast,,,,,,,ood_3.0,2026092218.0,0.0006825981042356,2.0,common 0.1,
D,seed outcome,broadcast,,,,,,,ood_3.0,2026092219.0,0.0005154011461287,2.0,common 0.1,
D,mean and bootstrap interval,resistance,,0.00012127898622596094,0.00010226147518740334,0.00014096029773961606,20.0,,ood_3.0,,,2.0,common 0.1,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092200.0,0.0001377933445905,2.0,common 0.1,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092201.0,9.472098934809532e-05,2.0,common 0.1,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092202.0,6.366157129632649e-05,2.0,common 0.1,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092203.0,0.0001265518530587,2.0,common 0.1,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092204.0,0.0001124245628193,2.0,common 0.1,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092205.0,5.948681868568638e-05,2.0,common 0.1,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092206.0,0.0002112632850556,2.0,common 0.1,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092207.0,0.0001240025851904,2.0,common 0.1,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092208.0,6.20940671580116e-05,2.0,common 0.1,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092209.0,0.0001096550771336,2.0,common 0.1,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092210.0,6.901857240140867e-05,2.0,common 0.1,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092211.0,0.0001498840579256,2.0,common 0.1,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092212.0,8.107121765375844e-05,2.0,common 0.1,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092213.0,9.10155255384274e-05,2.0,common 0.1,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092214.0,0.0001568683673076,2.0,common 0.1,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092215.0,0.00016402812295,2.0,common 0.1,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092216.0,0.0001773225358841,2.0,common 0.1,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092217.0,0.0002050034315329,2.0,common 0.1,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092218.0,9.530709027570442e-05,2.0,common 0.1,
D,seed outcome,resistance,,,,,,,ood_3.0,2026092219.0,0.0001344066487135,2.0,common 0.1,
E,mean and bootstrap interval,exact,,4.492906471948563e-05,3.876670340838596e-05,5.12958355767144e-05,20.0,,test_nmse,,,,,
E,seed outcome,exact,,,,,,,test_nmse,2026100200.0,6.96269681954128e-05,,,
E,seed outcome,exact,,,,,,,test_nmse,2026100201.0,5.6898506404020425e-05,,,
E,seed outcome,exact,,,,,,,test_nmse,2026100202.0,2.5185966394292803e-05,,,
E,seed outcome,exact,,,,,,,test_nmse,2026100203.0,3.835441783903417e-05,,,
E,seed outcome,exact,,,,,,,test_nmse,2026100204.0,4.100657566622551e-05,,,
E,seed outcome,exact,,,,,,,test_nmse,2026100205.0,3.016089589644238e-05,,,
E,seed outcome,exact,,,,,,,test_nmse,2026100206.0,3.155306363107287e-05,,,
E,seed outcome,exact,,,,,,,test_nmse,2026100207.0,3.274010801560978e-05,,,
E,seed outcome,exact,,,,,,,test_nmse,2026100208.0,7.244161838365717e-05,,,
E,seed outcome,exact,,,,,,,test_nmse,2026100209.0,5.014440499244646e-05,,,
E,seed outcome,exact,,,,,,,test_nmse,2026100210.0,4.993510143767036e-05,,,
E,seed outcome,exact,,,,,,,test_nmse,2026100211.0,5.199425143186586e-05,,,
E,seed outcome,exact,,,,,,,test_nmse,2026100212.0,4.5188960027607895e-05,,,
E,seed outcome,exact,,,,,,,test_nmse,2026100213.0,4.740084209903538e-05,,,
E,seed outcome,exact,,,,,,,test_nmse,2026100214.0,4.343013377657788e-05,,,
E,seed outcome,exact,,,,,,,test_nmse,2026100215.0,3.852345799806522e-05,,,
E,seed outcome,exact,,,,,,,test_nmse,2026100216.0,4.963647809455103e-05,,,
E,seed outcome,exact,,,,,,,test_nmse,2026100217.0,6.994716821595867e-05,,,
E,seed outcome,exact,,,,,,,test_nmse,2026100218.0,3.553683571307074e-05,,,
E,seed outcome,exact,,,,,,,test_nmse,2026100219.0,1.887554017709528e-05,,,
E,mean and bootstrap interval,broadcast,,0.04948996976223216,0.04605681864120274,0.05254660338886694,20.0,,test_nmse,,,,,
E,seed outcome,broadcast,,,,,,,test_nmse,2026100200.0,0.0521983176952192,,,
E,seed outcome,broadcast,,,,,,,test_nmse,2026100201.0,0.056511338229128,,,
E,seed outcome,broadcast,,,,,,,test_nmse,2026100202.0,0.0562894184486842,,,
E,seed outcome,broadcast,,,,,,,test_nmse,2026100203.0,0.0488185950150189,,,
E,seed outcome,broadcast,,,,,,,test_nmse,2026100204.0,0.0537591624104816,,,
E,seed outcome,broadcast,,,,,,,test_nmse,2026100205.0,0.0480948050762796,,,
E,seed outcome,broadcast,,,,,,,test_nmse,2026100206.0,0.0315387828466252,,,
E,seed outcome,broadcast,,,,,,,test_nmse,2026100207.0,0.0574984595195247,,,
E,seed outcome,broadcast,,,,,,,test_nmse,2026100208.0,0.0447847054501521,,,
E,seed outcome,broadcast,,,,,,,test_nmse,2026100209.0,0.0540088209471373,,,
E,seed outcome,broadcast,,,,,,,test_nmse,2026100210.0,0.0334455988315503,,,
E,seed outcome,broadcast,,,,,,,test_nmse,2026100211.0,0.0442383202384433,,,
E,seed outcome,broadcast,,,,,,,test_nmse,2026100212.0,0.045765260641264,,,
E,seed outcome,broadcast,,,,,,,test_nmse,2026100213.0,0.0475252410905093,,,
E,seed outcome,broadcast,,,,,,,test_nmse,2026100214.0,0.0585020815817516,,,
E,seed outcome,broadcast,,,,,,,test_nmse,2026100215.0,0.0561980873956614,,,
E,seed outcome,broadcast,,,,,,,test_nmse,2026100216.0,0.0447023947327438,,,
E,seed outcome,broadcast,,,,,,,test_nmse,2026100217.0,0.0587255219782194,,,
E,seed outcome,broadcast,,,,,,,test_nmse,2026100218.0,0.0538496872067854,,,
E,seed outcome,broadcast,,,,,,,test_nmse,2026100219.0,0.0433447959094639,,,
E,mean and bootstrap interval,resistance,,0.05039451961707597,0.04999138601124537,0.05079910231491568,20.0,,test_nmse,,,,,
E,seed outcome,resistance,,,,,,,test_nmse,2026100200.0,0.0493914921819231,,,
E,seed outcome,resistance,,,,,,,test_nmse,2026100201.0,0.0491105904605778,,,
E,seed outcome,resistance,,,,,,,test_nmse,2026100202.0,0.0504622697323259,,,
E,seed outcome,resistance,,,,,,,test_nmse,2026100203.0,0.0493339024952129,,,
E,seed outcome,resistance,,,,,,,test_nmse,2026100204.0,0.0517561506511102,,,
E,seed outcome,resistance,,,,,,,test_nmse,2026100205.0,0.0495669344691563,,,
E,seed outcome,resistance,,,,,,,test_nmse,2026100206.0,0.0516579746814511,,,
E,seed outcome,resistance,,,,,,,test_nmse,2026100207.0,0.0496960526902075,,,
E,seed outcome,resistance,,,,,,,test_nmse,2026100208.0,0.0492356715239608,,,
E,seed outcome,resistance,,,,,,,test_nmse,2026100209.0,0.0514097666006628,,,
E,seed outcome,resistance,,,,,,,test_nmse,2026100210.0,0.0509310918295183,,,
E,seed outcome,resistance,,,,,,,test_nmse,2026100211.0,0.0517810436398643,,,
E,seed outcome,resistance,,,,,,,test_nmse,2026100212.0,0.0517976650705449,,,
E,seed outcome,resistance,,,,,,,test_nmse,2026100213.0,0.0497204276859989,,,
E,seed outcome,resistance,,,,,,,test_nmse,2026100214.0,0.049923557670453,,,
E,seed outcome,resistance,,,,,,,test_nmse,2026100215.0,0.050474620051287,,,
E,seed outcome,resistance,,,,,,,test_nmse,2026100216.0,0.0503000579794379,,,
E,seed outcome,resistance,,,,,,,test_nmse,2026100217.0,0.0501843881107532,,,
E,seed outcome,resistance,,,,,,,test_nmse,2026100218.0,0.0496874932298177,,,
E,seed outcome,resistance,,,,,,,test_nmse,2026100219.0,0.0514692415872558,,,
E,mean and bootstrap interval,derivative,,6.019669474275702e-05,5.039982180813678e-05,7.061308769618253e-05,20.0,,test_nmse,,,,,
E,seed outcome,derivative,,,,,,,test_nmse,2026100200.0,5.500050018569224e-05,,,
E,seed outcome,derivative,,,,,,,test_nmse,2026100201.0,3.7046720188405e-05,,,
E,seed outcome,derivative,,,,,,,test_nmse,2026100202.0,0.0001126488613041,,,
E,seed outcome,derivative,,,,,,,test_nmse,2026100203.0,2.4133960299418124e-05,,,
E,seed outcome,derivative,,,,,,,test_nmse,2026100204.0,5.834774751445357e-05,,,
E,seed outcome,derivative,,,,,,,test_nmse,2026100205.0,7.242411728076814e-05,,,
E,seed outcome,derivative,,,,,,,test_nmse,2026100206.0,6.37630497056546e-05,,,
E,seed outcome,derivative,,,,,,,test_nmse,2026100207.0,4.274821302901309e-05,,,
E,seed outcome,derivative,,,,,,,test_nmse,2026100208.0,7.85339724656298e-05,,,
E,seed outcome,derivative,,,,,,,test_nmse,2026100209.0,9.79813175434296e-05,,,
E,seed outcome,derivative,,,,,,,test_nmse,2026100210.0,5.344597255606038e-05,,,
E,seed outcome,derivative,,,,,,,test_nmse,2026100211.0,5.903448657425741e-05,,,
E,seed outcome,derivative,,,,,,,test_nmse,2026100212.0,5.457721556505567e-05,,,
E,seed outcome,derivative,,,,,,,test_nmse,2026100213.0,8.41493794000142e-05,,,
E,seed outcome,derivative,,,,,,,test_nmse,2026100214.0,4.258630107237098e-05,,,
E,seed outcome,derivative,,,,,,,test_nmse,2026100215.0,8.336221962889171e-05,,,
E,seed outcome,derivative,,,,,,,test_nmse,2026100216.0,3.1436624837862246e-05,,,
E,seed outcome,derivative,,,,,,,test_nmse,2026100217.0,7.572582972207949e-05,,,
E,seed outcome,derivative,,,,,,,test_nmse,2026100218.0,2.7803146209292315e-05,,,
E,seed outcome,derivative,,,,,,,test_nmse,2026100219.0,4.918425977269204e-05,,,
E,mean and bootstrap interval,shuffled_derivative,,0.04358536415938622,0.0417942950917682,0.045308645742912435,20.0,,test_nmse,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100200.0,0.0440561627210107,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100201.0,0.0476994555073768,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100202.0,0.035822883929954,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100203.0,0.0408110317676751,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100204.0,0.0444055607201243,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100205.0,0.0416457169972901,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100206.0,0.046825954912104,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100207.0,0.0429903735193167,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100208.0,0.0401252072720858,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100209.0,0.0508190382270908,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100210.0,0.0452476502530432,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100211.0,0.049187181482071,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100212.0,0.0401686864040632,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100213.0,0.0412459595463126,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100214.0,0.0458864967123066,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100215.0,0.0398208816252988,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100216.0,0.0444842667638319,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100217.0,0.0458269124406492,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100218.0,0.0362934109094983,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100219.0,0.0483444514766213,,,
F,mean and bootstrap interval,exact,,4.492906471948563e-05,3.876670340838596e-05,5.12958355767144e-05,20.0,,test_nmse,,,,,
F,seed outcome,exact,,,,,,,test_nmse,2026100200.0,6.96269681954128e-05,,,
F,seed outcome,exact,,,,,,,test_nmse,2026100201.0,5.6898506404020425e-05,,,
F,seed outcome,exact,,,,,,,test_nmse,2026100202.0,2.5185966394292803e-05,,,
F,seed outcome,exact,,,,,,,test_nmse,2026100203.0,3.835441783903417e-05,,,
F,seed outcome,exact,,,,,,,test_nmse,2026100204.0,4.100657566622551e-05,,,
F,seed outcome,exact,,,,,,,test_nmse,2026100205.0,3.016089589644238e-05,,,
F,seed outcome,exact,,,,,,,test_nmse,2026100206.0,3.155306363107287e-05,,,
F,seed outcome,exact,,,,,,,test_nmse,2026100207.0,3.274010801560978e-05,,,
F,seed outcome,exact,,,,,,,test_nmse,2026100208.0,7.244161838365717e-05,,,
F,seed outcome,exact,,,,,,,test_nmse,2026100209.0,5.014440499244646e-05,,,
F,seed outcome,exact,,,,,,,test_nmse,2026100210.0,4.993510143767036e-05,,,
F,seed outcome,exact,,,,,,,test_nmse,2026100211.0,5.199425143186586e-05,,,
F,seed outcome,exact,,,,,,,test_nmse,2026100212.0,4.5188960027607895e-05,,,
F,seed outcome,exact,,,,,,,test_nmse,2026100213.0,4.740084209903538e-05,,,
F,seed outcome,exact,,,,,,,test_nmse,2026100214.0,4.343013377657788e-05,,,
F,seed outcome,exact,,,,,,,test_nmse,2026100215.0,3.852345799806522e-05,,,
F,seed outcome,exact,,,,,,,test_nmse,2026100216.0,4.963647809455103e-05,,,
F,seed outcome,exact,,,,,,,test_nmse,2026100217.0,6.994716821595867e-05,,,
F,seed outcome,exact,,,,,,,test_nmse,2026100218.0,3.553683571307074e-05,,,
F,seed outcome,exact,,,,,,,test_nmse,2026100219.0,1.887554017709528e-05,,,
F,mean and bootstrap interval,broadcast,,0.04945958292353227,0.04728393561627347,0.05144400827432334,20.0,,test_nmse,,,,,
F,seed outcome,broadcast,,,,,,,test_nmse,2026100200.0,0.0473466190342925,,,
F,seed outcome,broadcast,,,,,,,test_nmse,2026100201.0,0.0514328183809595,,,
F,seed outcome,broadcast,,,,,,,test_nmse,2026100202.0,0.0540186971815132,,,
F,seed outcome,broadcast,,,,,,,test_nmse,2026100203.0,0.0505044158155983,,,
F,seed outcome,broadcast,,,,,,,test_nmse,2026100204.0,0.0547081973957033,,,
F,seed outcome,broadcast,,,,,,,test_nmse,2026100205.0,0.0507429324745546,,,
F,seed outcome,broadcast,,,,,,,test_nmse,2026100206.0,0.0520413028065875,,,
F,seed outcome,broadcast,,,,,,,test_nmse,2026100207.0,0.051648651482436,,,
F,seed outcome,broadcast,,,,,,,test_nmse,2026100208.0,0.0425704827209339,,,
F,seed outcome,broadcast,,,,,,,test_nmse,2026100209.0,0.0564347534100141,,,
F,seed outcome,broadcast,,,,,,,test_nmse,2026100210.0,0.0522471155381232,,,
F,seed outcome,broadcast,,,,,,,test_nmse,2026100211.0,0.0464545008133136,,,
F,seed outcome,broadcast,,,,,,,test_nmse,2026100212.0,0.0497136680335174,,,
F,seed outcome,broadcast,,,,,,,test_nmse,2026100213.0,0.0439994779202746,,,
F,seed outcome,broadcast,,,,,,,test_nmse,2026100214.0,0.043126714191382,,,
F,seed outcome,broadcast,,,,,,,test_nmse,2026100215.0,0.0516079505995535,,,
F,seed outcome,broadcast,,,,,,,test_nmse,2026100216.0,0.0480224918407125,,,
F,seed outcome,broadcast,,,,,,,test_nmse,2026100217.0,0.0564420521801837,,,
F,seed outcome,broadcast,,,,,,,test_nmse,2026100218.0,0.0488857997043196,,,
F,seed outcome,broadcast,,,,,,,test_nmse,2026100219.0,0.0372430169466725,,,
F,mean and bootstrap interval,resistance,,0.050883757532865025,0.050407814646634734,0.05136422740798189,20.0,,test_nmse,,,,,
F,seed outcome,resistance,,,,,,,test_nmse,2026100200.0,0.0512049175671727,,,
F,seed outcome,resistance,,,,,,,test_nmse,2026100201.0,0.0495476816312686,,,
F,seed outcome,resistance,,,,,,,test_nmse,2026100202.0,0.0513425028276002,,,
F,seed outcome,resistance,,,,,,,test_nmse,2026100203.0,0.0496144938922105,,,
F,seed outcome,resistance,,,,,,,test_nmse,2026100204.0,0.051470788356159,,,
F,seed outcome,resistance,,,,,,,test_nmse,2026100205.0,0.0498425408129366,,,
F,seed outcome,resistance,,,,,,,test_nmse,2026100206.0,0.051340436770016,,,
F,seed outcome,resistance,,,,,,,test_nmse,2026100207.0,0.0490418069953611,,,
F,seed outcome,resistance,,,,,,,test_nmse,2026100208.0,0.0523020373378222,,,
F,seed outcome,resistance,,,,,,,test_nmse,2026100209.0,0.0516192780489944,,,
F,seed outcome,resistance,,,,,,,test_nmse,2026100210.0,0.0505933174794583,,,
F,seed outcome,resistance,,,,,,,test_nmse,2026100211.0,0.0503967824333513,,,
F,seed outcome,resistance,,,,,,,test_nmse,2026100212.0,0.0522938628775804,,,
F,seed outcome,resistance,,,,,,,test_nmse,2026100213.0,0.0514450753752286,,,
F,seed outcome,resistance,,,,,,,test_nmse,2026100214.0,0.0515906434090439,,,
F,seed outcome,resistance,,,,,,,test_nmse,2026100215.0,0.0506475960479814,,,
F,seed outcome,resistance,,,,,,,test_nmse,2026100216.0,0.0502611953606013,,,
F,seed outcome,resistance,,,,,,,test_nmse,2026100217.0,0.0515029388994864,,,
F,seed outcome,resistance,,,,,,,test_nmse,2026100218.0,0.0487514331246024,,,
F,seed outcome,resistance,,,,,,,test_nmse,2026100219.0,0.0528658214104252,,,
F,mean and bootstrap interval,derivative,,6.019669474275702e-05,5.039982180813678e-05,7.061308769618253e-05,20.0,,test_nmse,,,,,
F,seed outcome,derivative,,,,,,,test_nmse,2026100200.0,5.500050018569224e-05,,,
F,seed outcome,derivative,,,,,,,test_nmse,2026100201.0,3.7046720188405e-05,,,
F,seed outcome,derivative,,,,,,,test_nmse,2026100202.0,0.0001126488613041,,,
F,seed outcome,derivative,,,,,,,test_nmse,2026100203.0,2.4133960299418124e-05,,,
F,seed outcome,derivative,,,,,,,test_nmse,2026100204.0,5.834774751445357e-05,,,
F,seed outcome,derivative,,,,,,,test_nmse,2026100205.0,7.242411728076814e-05,,,
F,seed outcome,derivative,,,,,,,test_nmse,2026100206.0,6.37630497056546e-05,,,
F,seed outcome,derivative,,,,,,,test_nmse,2026100207.0,4.274821302901309e-05,,,
F,seed outcome,derivative,,,,,,,test_nmse,2026100208.0,7.85339724656298e-05,,,
F,seed outcome,derivative,,,,,,,test_nmse,2026100209.0,9.79813175434296e-05,,,
F,seed outcome,derivative,,,,,,,test_nmse,2026100210.0,5.344597255606038e-05,,,
F,seed outcome,derivative,,,,,,,test_nmse,2026100211.0,5.903448657425741e-05,,,
F,seed outcome,derivative,,,,,,,test_nmse,2026100212.0,5.457721556505567e-05,,,
F,seed outcome,derivative,,,,,,,test_nmse,2026100213.0,8.41493794000142e-05,,,
F,seed outcome,derivative,,,,,,,test_nmse,2026100214.0,4.258630107237098e-05,,,
F,seed outcome,derivative,,,,,,,test_nmse,2026100215.0,8.336221962889171e-05,,,
F,seed outcome,derivative,,,,,,,test_nmse,2026100216.0,3.1436624837862246e-05,,,
F,seed outcome,derivative,,,,,,,test_nmse,2026100217.0,7.572582972207949e-05,,,
F,seed outcome,derivative,,,,,,,test_nmse,2026100218.0,2.7803146209292315e-05,,,
F,seed outcome,derivative,,,,,,,test_nmse,2026100219.0,4.918425977269204e-05,,,
F,mean and bootstrap interval,shuffled_derivative,,0.04768884153596865,0.047149219440490706,0.048241501845436754,20.0,,test_nmse,,,,,
F,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100200.0,0.0474112364271292,,,
F,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100201.0,0.0462947952169056,,,
F,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100202.0,0.0471759429922375,,,
F,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100203.0,0.0466408337671973,,,
F,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100204.0,0.0461031396126719,,,
F,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100205.0,0.0464527581832864,,,
F,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100206.0,0.0489576736059502,,,
F,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100207.0,0.047109508050224,,,
F,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100208.0,0.0470130998813847,,,
F,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100209.0,0.0497845206461694,,,
F,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100210.0,0.0489762283600451,,,
F,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100211.0,0.0487513921893193,,,
F,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100212.0,0.0489897254639938,,,
F,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100213.0,0.0463129484252854,,,
F,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100214.0,0.0481289771276869,,,
F,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100215.0,0.0489003604026301,,,
F,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100216.0,0.0479504491975673,,,
F,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100217.0,0.0479176414657362,,,
F,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100218.0,0.045330881163699,,,
F,seed outcome,shuffled_derivative,,,,,,,test_nmse,2026100219.0,0.0495747185402537,,,
G,mean and bootstrap interval,exact,,5.0968166857963424e-05,4.695074806991113e-05,5.50674131771325e-05,20.0,,test_nmse,,,,,"nonlinear parents, separable target"
G,seed outcome,exact,,,,,,,test_nmse,2026100200.0,5.525752312305419e-05,,,"nonlinear parents, separable target"
G,seed outcome,exact,,,,,,,test_nmse,2026100201.0,3.854399320160749e-05,,,"nonlinear parents, separable target"
G,seed outcome,exact,,,,,,,test_nmse,2026100202.0,5.2626713939604186e-05,,,"nonlinear parents, separable target"
G,seed outcome,exact,,,,,,,test_nmse,2026100203.0,3.9244124225453694e-05,,,"nonlinear parents, separable target"
G,seed outcome,exact,,,,,,,test_nmse,2026100204.0,6.474958500342354e-05,,,"nonlinear parents, separable target"
G,seed outcome,exact,,,,,,,test_nmse,2026100205.0,6.536339480700814e-05,,,"nonlinear parents, separable target"
G,seed outcome,exact,,,,,,,test_nmse,2026100206.0,4.4195068133511744e-05,,,"nonlinear parents, separable target"
G,seed outcome,exact,,,,,,,test_nmse,2026100207.0,6.778077476349867e-05,,,"nonlinear parents, separable target"
G,seed outcome,exact,,,,,,,test_nmse,2026100208.0,5.511679970272932e-05,,,"nonlinear parents, separable target"
G,seed outcome,exact,,,,,,,test_nmse,2026100209.0,5.2389238623329886e-05,,,"nonlinear parents, separable target"
G,seed outcome,exact,,,,,,,test_nmse,2026100210.0,5.279440043713365e-05,,,"nonlinear parents, separable target"
G,seed outcome,exact,,,,,,,test_nmse,2026100211.0,6.136976568626152e-05,,,"nonlinear parents, separable target"
G,seed outcome,exact,,,,,,,test_nmse,2026100212.0,5.93291373419797e-05,,,"nonlinear parents, separable target"
G,seed outcome,exact,,,,,,,test_nmse,2026100213.0,4.438658788045516e-05,,,"nonlinear parents, separable target"
G,seed outcome,exact,,,,,,,test_nmse,2026100214.0,5.072816238429313e-05,,,"nonlinear parents, separable target"
G,seed outcome,exact,,,,,,,test_nmse,2026100215.0,3.8640217165554375e-05,,,"nonlinear parents, separable target"
G,seed outcome,exact,,,,,,,test_nmse,2026100216.0,3.95791625299821e-05,,,"nonlinear parents, separable target"
G,seed outcome,exact,,,,,,,test_nmse,2026100217.0,4.857921156685815e-05,,,"nonlinear parents, separable target"
G,seed outcome,exact,,,,,,,test_nmse,2026100218.0,5.113346659607942e-05,,,"nonlinear parents, separable target"
G,seed outcome,exact,,,,,,,test_nmse,2026100219.0,3.755601004745036e-05,,,"nonlinear parents, separable target"
