stage,index,architecture,arm,multiplier,seed,best_epoch,best_loss,elapsed_seconds,epoch,train_loss,valid_loss
development,0,shunting,strict_scalar,0.3,50200,34,1.3722310609817505,48.724089063936844,34,1.3866450520271951,1.3722310609817505
development,0,shunting,strict_scalar,0.3,50200,35,1.3610025517145792,49.94533910299651,35,1.3751436237325059,1.3610025517145792
development,0,shunting,strict_scalar,0.3,50200,36,1.3503309704462687,51.162574891000986,36,1.363423653105472,1.3503309704462687
development,0,shunting,strict_scalar,0.3,50200,37,1.3394008124669392,52.3858971450245,37,1.351727915571091,1.3394008124669392
development,0,shunting,strict_scalar,0.3,50200,38,1.3292135124206543,53.60497824999038,38,1.3422915485311062,1.3292135124206543
development,0,shunting,strict_scalar,0.3,50200,39,1.3200549373626709,54.82384202699177,39,1.3335929937819218,1.3200549373626709
development,0,shunting,strict_scalar,0.3,50200,40,1.313666520436605,56.06478380097542,40,1.3249214380345447,1.313666520436605
development,0,shunting,strict_scalar,0.3,50200,41,1.3103017279307048,57.29748515493702,41,1.3203710710748713,1.3103017279307048
development,0,shunting,strict_scalar,0.3,50200,42,1.3095824327468872,58.6558157519903,42,1.3172397144297336,1.3095824327468872
development,0,shunting,strict_scalar,0.3,50200,43,1.3056163606643676,59.871886639040895,43,1.3155313559035038,1.3056163606643676
development,0,shunting,strict_scalar,0.3,50200,44,1.3023524951934815,61.12643391196616,44,1.3095746103753434,1.3023524951934815
development,0,shunting,strict_scalar,0.3,50200,44,1.3023524951934815,62.32674616598524,45,1.3083761962170297,1.3028349933624268
development,0,shunting,strict_scalar,0.3,50200,46,1.3016868817011515,63.569434877019376,46,1.3062839863148141,1.3016868817011515
development,0,shunting,strict_scalar,0.3,50200,47,1.296067719777425,64.78854273201432,47,1.3045571617623593,1.296067719777425
development,0,shunting,strict_scalar,0.3,50200,47,1.296067719777425,65.99043028394226,48,1.3010979478663587,1.2985579980214437
development,0,shunting,strict_scalar,0.3,50200,47,1.296067719777425,67.34173103200737,49,1.3011816296171634,1.2967462860743204
development,0,shunting,strict_scalar,0.3,50200,50,1.2948277832667032,68.57025265798438,50,1.300036294663206,1.2948277832667032
development,0,shunting,strict_scalar,0.3,50200,50,1.2948277832667032,69.77111832704395,51,1.301255853252208,1.2984978532791138
development,0,shunting,strict_scalar,0.3,50200,50,1.2948277832667032,70.97235723398626,52,1.3035551366653848,1.2978659019470216
development,0,shunting,strict_scalar,0.3,50200,50,1.2948277832667032,72.17581372498535,53,1.301137865223783,1.2966137367884318
development,0,shunting,strict_scalar,0.3,50200,50,1.2948277832667032,73.38845671794843,54,1.3008557824378317,1.2971259927749634
development,0,shunting,strict_scalar,0.3,50200,55,1.2920388504664104,74.62347508501261,55,1.2985973389858896,1.2920388504664104
development,0,shunting,strict_scalar,0.3,50200,55,1.2920388504664104,75.95524562697392,56,1.296210692918047,1.2925178511937458
development,0,shunting,strict_scalar,0.3,50200,57,1.2854924147923787,77.19076911103912,57,1.2932227279277557,1.2854924147923787
development,0,shunting,strict_scalar,0.3,50200,58,1.2822014118830363,78.41054524097126,58,1.2878276883287634,1.2822014118830363
development,0,shunting,strict_scalar,0.3,50200,59,1.2773451477686564,79.63309651101008,59,1.2852424567050122,1.2773451477686564
development,0,shunting,strict_scalar,0.3,50200,60,1.2686273279190063,80.87932112498675,60,1.2763000587199598,1.2686273279190063
development,0,shunting,strict_scalar,0.3,50200,61,1.2628846006393433,82.10225864197128,61,1.2712522599291294,1.2628846006393433
development,0,shunting,strict_scalar,0.3,50200,62,1.2556035019556682,83.31892729504034,62,1.2656872411991686,1.2556035019556682
development,0,shunting,strict_scalar,0.3,50200,63,1.2498497432072957,84.68564477004111,63,1.2592986302172884,1.2498497432072957
development,0,shunting,strict_scalar,0.3,50200,64,1.2447072960535686,85.91346003999934,64,1.2514893812067964,1.2447072960535686
development,0,shunting,strict_scalar,0.3,50200,65,1.2417170578638712,87.1321271279594,65,1.2482844629186265,1.2417170578638712
development,0,shunting,strict_scalar,0.3,50200,66,1.236129358927409,88.34931062802207,66,1.2428448739204,1.236129358927409
development,0,shunting,strict_scalar,0.3,50200,67,1.227373254140218,89.56732123100664,67,1.2368442891760076,1.227373254140218
development,0,shunting,strict_scalar,0.3,50200,68,1.224617343266805,90.7846878679702,68,1.229400339912861,1.224617343266805
development,0,shunting,strict_scalar,0.3,50200,69,1.2145666103363038,92.00140264094807,69,1.2243670409030103,1.2145666103363038
development,0,shunting,strict_scalar,0.3,50200,70,1.2120723940531413,93.2230039970018,70,1.2158905121874302,1.2120723940531413
development,0,shunting,strict_scalar,0.3,50200,71,1.2035024875005087,94.55861706193537,71,1.2119769726661926,1.2035024875005087
development,0,shunting,strict_scalar,0.3,50200,72,1.193736609141032,95.7773439900484,72,1.2041270314378942,1.193736609141032
development,0,shunting,strict_scalar,0.3,50200,73,1.1879797321955363,96.99303659994621,73,1.196395679991296,1.1879797321955363
development,0,shunting,strict_scalar,0.3,50200,74,1.1807071812947592,98.20865444093943,74,1.1906322025238198,1.1807071812947592
development,0,shunting,strict_scalar,0.3,50200,75,1.1742184270222982,99.42328505800106,75,1.1794719455089975,1.1742184270222982
development,0,shunting,strict_scalar,0.3,50200,76,1.1636911080678305,100.64245462301187,76,1.1755541474261182,1.1636911080678305
development,0,shunting,strict_scalar,0.3,50200,77,1.1500773928960164,101.85825350193772,77,1.161237584149584,1.1500773928960164
development,0,shunting,strict_scalar,0.3,50200,78,1.1323602622350057,103.20527306199074,78,1.146055670177683,1.1323602622350057
development,0,shunting,strict_scalar,0.3,50200,78,1.1323602622350057,104.45188398798928,79,1.136895331930607,1.1335675926208497
development,0,shunting,strict_scalar,0.3,50200,80,1.130024501800537,105.67109030601569,80,1.1380745847808553,1.130024501800537
development,0,shunting,strict_scalar,0.3,50200,81,1.1165859581629436,106.88884596398566,81,1.1269320522217041,1.1165859581629436
development,0,shunting,strict_scalar,0.3,50200,82,1.1063184378941855,108.11758118099533,82,1.1131025758829522,1.1063184378941855
development,0,shunting,strict_scalar,0.3,50200,82,1.1063184378941855,109.32376365503296,83,1.1147406890671303,1.112229928334554
development,0,shunting,strict_scalar,0.3,50200,82,1.1063184378941855,110.52859142003581,84,1.1162493707651788,1.1119541295369466
development,0,shunting,strict_scalar,0.3,50200,82,1.1063184378941855,111.87877093395218,85,1.1166861574066447,1.1094342619578044
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,113.10164603497833,86,1.1062081459354847,1.0964956239064534
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,114.31325286894571,87,1.110525739319781,1.1161070604324341
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,115.51423653203528,88,1.1246864773491596,1.1250606883366903
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,116.73840263299644,89,1.1272377777606883,1.1237464803059896
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,117.95323754299898,90,1.1258433936758245,1.1184070959091186
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,119.16070099803619,91,1.1176491208533024,1.1142606236139934
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,120.49027078493964,92,1.1211834473812834,1.1140681524276734
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,121.71735784399789,93,1.1150026876241603,1.1212434329986571
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,122.92003137501888,94,1.1236153073767399,1.1299661661783855
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,124.12251182703767,95,1.1351937879907323,1.1269984378814697
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,125.34292220603675,96,1.127337156141058,1.1149080311457316
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,126.54333354299888,97,1.11251555731956,1.1123231134414673
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,127.744774442981,98,1.1160323321819305,1.1165533351898194
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,128.9527723339852,99,1.122414491912152,1.1253273785909017
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,130.27530966396444,100,1.126909410065793,1.1156766529083253
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,131.4758854600368,101,1.1128193422200832,1.101642604192098
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,132.67939331498928,102,1.113816628113706,1.116457836786906
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,133.8859262559563,103,1.1259793005091079,1.1219713459014893
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,135.0902339949971,104,1.1188746497352073,1.1143282346725465
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,136.29327967297286,105,1.1151728915407302,1.109804845492045
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,137.49591618403792,106,1.1074196727986032,1.1017121461232504
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,138.82843395904638,107,1.1090501074461228,1.112073081970215
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,140.041220964049,108,1.1096427947916883,1.1028501450220745
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,141.2614623849513,109,1.1153014847572813,1.12162513478597
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,142.46372661797795,110,1.1215695669042303,1.1166404307683309
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,143.66656635701656,111,1.1161876907373995,1.104739086151123
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,144.8735410659574,112,1.105730378881414,1.0976513226826985
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,146.07688927196432,113,1.1011778674227126,1.0991667839686077
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,147.44039679702837,114,1.1132577150426013,1.1171383514404296
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,148.64654912194237,115,1.1228177816943918,1.1197774998346965
development,0,shunting,strict_scalar,0.3,50200,86,1.0964956239064534,149.8525921170367,116,1.1157705901151007,1.1029343808492025
development,0,shunting,strict_scalar,0.3,50200,117,1.0935219338734945,151.17084056895692,117,1.1008572476975462,1.0935219338734945
development,0,shunting,strict_scalar,0.3,50200,117,1.0935219338734945,152.37568279297557,118,1.1171255821877337,1.1123011945088705
development,0,shunting,strict_scalar,0.3,50200,117,1.0935219338734945,153.57999199198093,119,1.1190698980651004,1.1132694250742594
development,0,shunting,strict_scalar,0.3,50200,117,1.0935219338734945,154.7843605299713,120,1.114124446156177,1.1066590843200683
development,0,shunting,strict_scalar,0.3,50200,117,1.0935219338734945,156.1185518730199,121,1.1127738660954414,1.0982433156967164
development,0,shunting,strict_scalar,0.3,50200,117,1.0935219338734945,157.32540271198377,122,1.1077950780696058,1.1073042761484782
development,0,shunting,strict_scalar,0.3,50200,117,1.0935219338734945,158.53211458295118,123,1.1139137164709416,1.1111522830327352
development,0,shunting,strict_scalar,0.3,50200,117,1.0935219338734945,159.73954647802748,124,1.1270150399588523,1.1280062783559164
development,0,shunting,strict_scalar,0.3,50200,117,1.0935219338734945,160.94682716403622,125,1.1246851292696405,1.1175115909576416
development,0,shunting,strict_scalar,0.3,50200,117,1.0935219338734945,162.15333668596577,126,1.1148276316358687,1.1036927795410156
development,0,shunting,strict_scalar,0.3,50200,117,1.0935219338734945,163.36455544293858,127,1.1066733798448076,1.0991296574274698
development,0,shunting,strict_scalar,0.3,50200,117,1.0935219338734945,164.61300219397526,128,1.1077912139131667,1.1091475016276042
development,0,shunting,strict_scalar,0.3,50200,117,1.0935219338734945,165.944605535944,129,1.1271977748008484,1.1129442195892334
development,0,shunting,strict_scalar,0.3,50200,117,1.0935219338734945,167.15325367299374,130,1.116831639979748,1.1115737635294596
development,0,shunting,strict_scalar,0.3,50200,117,1.0935219338734945,168.3674435080029,131,1.1173327270340412,1.110125642458598
development,0,shunting,strict_scalar,0.3,50200,117,1.0935219338734945,169.57569793704897,132,1.111588385193906,1.097409008661906
development,0,shunting,strict_scalar,0.3,50200,133,1.0866891533533731,170.81063333700877,133,1.1017239138166954,1.0866891533533731
development,0,shunting,strict_scalar,0.3,50200,133,1.0866891533533731,172.01727986801416,134,1.0972610997392775,1.0959626162846883
development,0,shunting,strict_scalar,0.3,50200,135,1.0772472947438558,173.2626711820485,135,1.086559276948584,1.0772472947438558
development,0,shunting,strict_scalar,0.3,50200,135,1.0772472947438558,174.59363044903148,136,1.0873476048099233,1.090802058537801
development,0,shunting,strict_scalar,0.3,50200,135,1.0772472947438558,175.8032918969402,137,1.1030536341540358,1.1035661741892497
development,0,shunting,strict_scalar,0.3,50200,135,1.0772472947438558,177.03071718395222,138,1.106982819260435,1.0947546946207682
development,0,shunting,strict_scalar,0.3,50200,135,1.0772472947438558,178.25268821103964,139,1.1025683515249414,1.0970619026819866
development,0,shunting,strict_scalar,0.3,50200,135,1.0772472947438558,179.47112184402067,140,1.110249473059431,1.1154359919230143
development,0,shunting,strict_scalar,0.3,50200,135,1.0772472947438558,180.67911954503506,141,1.1108489705527083,1.0992199411392212
development,0,shunting,strict_scalar,0.3,50200,135,1.0772472947438558,181.91386573796626,142,1.1050433481627322,1.0963269742329915
development,0,shunting,strict_scalar,0.3,50200,135,1.0772472947438558,183.2644410689827,143,1.1038790139112067,1.1060315856933594
development,0,shunting,strict_scalar,0.3,50200,135,1.0772472947438558,184.47132317803334,144,1.1201610739560837,1.106352905591329
development,0,shunting,strict_scalar,0.3,50200,135,1.0772472947438558,185.6800785639789,145,1.106843133873128,1.1060410680770874
development,0,shunting,strict_scalar,0.3,50200,135,1.0772472947438558,186.88900232804008,146,1.1152419644467375,1.1022514692942302
development,0,shunting,strict_scalar,0.3,50200,135,1.0772472947438558,188.10097518900875,147,1.101027676399718,1.0910301167170207
development,0,shunting,strict_scalar,0.3,50200,135,1.0772472947438558,189.3170839099912,148,1.1044614644760782,1.10968075021108
development,0,shunting,strict_scalar,0.3,50200,135,1.0772472947438558,190.52402337896638,149,1.116231547391161,1.1050179224014283
development,0,shunting,strict_scalar,0.3,50200,135,1.0772472947438558,191.73008177499287,150,1.0993725429189967,1.0854077558517456
development,0,shunting,strict_scalar,0.3,50200,135,1.0772472947438558,193.07516926596873,151,1.0881703331115398,1.0784126141866048
development,0,shunting,strict_scalar,0.3,50200,152,1.0760784295399983,194.30683961196337,152,1.082936020607644,1.0760784295399983
development,0,shunting,strict_scalar,0.3,50200,152,1.0760784295399983,195.54489926900715,153,1.0908921468765178,1.089874964396159
development,0,shunting,strict_scalar,0.3,50200,152,1.0760784295399983,196.75386880303267,154,1.1023946464695829,1.089206569035848
development,0,shunting,strict_scalar,0.3,50200,152,1.0760784295399983,197.9623574699508,155,1.0954308630304133,1.0886954666773478
development,0,shunting,strict_scalar,0.3,50200,152,1.0760784295399983,199.17103153595235,156,1.0993183984401378,1.089487545331319
development,0,shunting,strict_scalar,0.3,50200,152,1.0760784295399983,200.38730470603332,157,1.0926125068613823,1.0909472007751464
development,0,shunting,strict_scalar,0.3,50200,152,1.0760784295399983,201.75924375804607,158,1.101288099238213,1.0941455326080323
development,0,shunting,strict_scalar,0.3,50200,152,1.0760784295399983,202.9695572820492,159,1.0997774518550711,1.0945642569859824
development,0,shunting,strict_scalar,0.3,50200,152,1.0760784295399983,204.17886718304362,160,1.1079970775766577,1.096722765604655
development,0,shunting,strict_scalar,0.3,50200,161,1.0760271288553873,205.41193184803706,161,1.0907306018027854,1.0760271288553873
development,0,shunting,strict_scalar,0.3,50200,161,1.0760271288553873,206.62011678796262,162,1.0948603717570609,1.099758266766866
development,0,shunting,strict_scalar,0.3,50200,163,1.0714848073323568,207.85159802401904,163,1.0965502531604563,1.0714848073323568
development,0,shunting,strict_scalar,0.3,50200,164,1.0567487907409667,209.07651766901836,164,1.0721615169276582,1.0567487907409667
development,0,shunting,strict_scalar,0.3,50200,164,1.0567487907409667,210.40431483997963,165,1.0740912952955732,1.0800085808436075
development,0,shunting,strict_scalar,0.3,50200,164,1.0567487907409667,211.6122158219805,166,1.1048664808907407,1.111397289276123
development,0,shunting,strict_scalar,0.3,50200,164,1.0567487907409667,212.81909619097132,167,1.1251647570665846,1.1131554320653279
development,0,shunting,strict_scalar,0.3,50200,164,1.0567487907409667,214.0268196540419,168,1.1185040727574775,1.1072876110076904
development,0,shunting,strict_scalar,0.3,50200,164,1.0567487907409667,215.23476377502084,169,1.1053931183637458,1.0802922029495239
development,0,shunting,strict_scalar,0.3,50200,164,1.0567487907409667,216.44209996098652,170,1.0980478690025655,1.1026062488555908
development,0,shunting,strict_scalar,0.3,50200,164,1.0567487907409667,217.64861063298304,171,1.1220400986519266,1.1101136274337768
development,0,shunting,strict_scalar,0.3,50200,164,1.0567487907409667,218.97793888300657,172,1.1108893219460831,1.0956012442906697
development,0,shunting,strict_scalar,0.3,50200,164,1.0567487907409667,220.18592075398192,173,1.100938229167715,1.0908034919102987
development,0,shunting,strict_scalar,0.3,50200,164,1.0567487907409667,221.39387823501602,174,1.0922542284143733,1.0728725773493448
development,0,shunting,strict_scalar,0.3,50200,175,1.0560024013519287,222.84833239403088,175,1.0682767391838925,1.0560024013519287
development,0,shunting,strict_scalar,0.3,50200,175,1.0560024013519287,224.06211599195376,176,1.063201476601844,1.0597075602213542
development,0,shunting,strict_scalar,0.3,50200,175,1.0560024013519287,225.30941553099547,177,1.083564895264646,1.0918237517674765
development,0,shunting,strict_scalar,0.3,50200,175,1.0560024013519287,226.51706492493395,178,1.122601494510123,1.1402914460500082
development,0,shunting,strict_scalar,0.3,50200,175,1.0560024013519287,227.72444569994695,179,1.140148712599531,1.125504421234131
development,0,shunting,strict_scalar,0.3,50200,175,1.0560024013519287,229.077781200991,180,1.131109965608475,1.109780703862508
development,1,shunting,strict_scalar,0.3,50201,1,2.29642174911499,9.134062879020348,1,2.300242195738123,2.29642174911499
development,1,shunting,strict_scalar,0.3,50201,2,2.288905840555827,10.428763690055348,2,2.294042526407445,2.288905840555827
development,1,shunting,strict_scalar,0.3,50201,3,2.2718020197550457,11.654797299066558,3,2.2835727968114488,2.2718020197550457
development,1,shunting,strict_scalar,0.3,50201,4,2.2480008805592853,12.88167123007588,4,2.2650903564818363,2.2480008805592853
development,1,shunting,strict_scalar,0.3,50201,5,2.2198341166178386,14.262615700019524,5,2.239662803233938,2.2198341166178386
development,1,shunting,strict_scalar,0.3,50201,6,2.1874545097351072,15.49108862108551,6,2.2101952902814177,2.1874545097351072
development,1,shunting,strict_scalar,0.3,50201,7,2.152537228902181,16.71430377406068,7,2.1776180292697664,2.152537228902181
development,1,shunting,strict_scalar,0.3,50201,8,2.117536050160726,17.947704349993728,8,2.142573174009932,2.117536050160726
development,1,shunting,strict_scalar,0.3,50201,9,2.080608777364095,19.16723217605613,9,2.10730738842741,2.080608777364095
development,1,shunting,strict_scalar,0.3,50201,10,2.0437199643452963,20.38884092902299,10,2.0717731168929565,2.0437199643452963
development,1,shunting,strict_scalar,0.3,50201,11,2.008584977467855,21.613166005001403,11,2.036860422885164,2.008584977467855
development,1,shunting,strict_scalar,0.3,50201,12,1.9759042008717855,22.83808965201024,12,2.0025092325312026,1.9759042008717855
development,1,shunting,strict_scalar,0.3,50201,13,1.9418352171579998,24.223456058069132,13,1.969222291986993,1.9418352171579998
development,1,shunting,strict_scalar,0.3,50201,14,1.908199678738912,25.449782637995668,14,1.935291920570617,1.908199678738912
development,1,shunting,strict_scalar,0.3,50201,15,1.8747240489323933,26.679499996011145,15,1.9014395139318832,1.8747240489323933
development,1,shunting,strict_scalar,0.3,50201,16,1.8401573340098063,27.900468595093116,16,1.8673400853542572,1.8401573340098063
development,1,shunting,strict_scalar,0.3,50201,17,1.8051375834147136,29.119324056082405,17,1.8321401343700734,1.8051375834147136
development,1,shunting,strict_scalar,0.3,50201,18,1.7683699986139934,30.338158006081358,18,1.798505982185932,1.7683699986139934
development,1,shunting,strict_scalar,0.3,50201,19,1.736205483118693,31.5610847590724,19,1.7642371882783605,1.736205483118693
development,1,shunting,strict_scalar,0.3,50201,20,1.7024287157058715,32.93712442507967,20,1.730394662060636,1.7024287157058715
development,1,shunting,strict_scalar,0.3,50201,21,1.669333592414856,34.159243468078785,21,1.6964558248824262,1.669333592414856
development,1,shunting,strict_scalar,0.3,50201,22,1.638076668103536,35.38302157307044,22,1.6641396499694663,1.638076668103536
development,1,shunting,strict_scalar,0.3,50201,23,1.6094068263371786,36.613447627052665,23,1.6349084332902382,1.6094068263371786
development,1,shunting,strict_scalar,0.3,50201,24,1.5797323195139568,37.834076674073,24,1.6052631114391571,1.5797323195139568
development,1,shunting,strict_scalar,0.3,50201,25,1.5530494575500489,39.06539227103349,25,1.5779165980663705,1.5530494575500489
development,1,shunting,strict_scalar,0.3,50201,26,1.5283492240905763,40.28522055805661,26,1.5520166970313864,1.5283492240905763
development,1,shunting,strict_scalar,0.3,50201,27,1.5059760853449504,41.664591719047166,27,1.5280293942765986,1.5059760853449504
development,1,shunting,strict_scalar,0.3,50201,28,1.4829550609588622,42.88556136901025,28,1.504605953363662,1.4829550609588622
development,1,shunting,strict_scalar,0.3,50201,29,1.4604538911183675,44.10654863901436,29,1.4821198842626937,1.4604538911183675
development,1,shunting,strict_scalar,0.3,50201,30,1.4422875712712606,45.32775485806633,30,1.4611289298280756,1.4422875712712606
development,1,shunting,strict_scalar,0.3,50201,31,1.4196821206410726,46.552334403037094,31,1.4404849289579595,1.4196821206410726
development,1,shunting,strict_scalar,0.3,50201,32,1.4019373445510863,47.778493667021394,32,1.4192350303873102,1.4019373445510863
development,1,shunting,strict_scalar,0.3,50201,33,1.3808367261886596,49.002704048063606,33,1.400282121719198,1.3808367261886596
development,1,shunting,strict_scalar,0.3,50201,34,1.3646804774602255,50.37286754406523,34,1.3817713672810412,1.3646804774602255
development,1,shunting,strict_scalar,0.3,50201,35,1.3457068999608357,51.59890684403945,35,1.3638334198200956,1.3457068999608357
development,1,shunting,strict_scalar,0.3,50201,36,1.3294947134653727,52.82530862709973,36,1.347605696383943,1.3294947134653727
development,1,shunting,strict_scalar,0.3,50201,37,1.3150810918807982,54.05621718906332,37,1.332673763975184,1.3150810918807982
development,1,shunting,strict_scalar,0.3,50201,38,1.3043842573165894,55.27515010209754,38,1.3188659402918308,1.3043842573165894
development,1,shunting,strict_scalar,0.3,50201,39,1.2921752433776856,56.498630705988035,39,1.3070601979468732,1.2921752433776856
development,1,shunting,strict_scalar,0.3,50201,40,1.2849613240559896,57.71986420603935,40,1.29631762238259,1.2849613240559896
development,1,shunting,strict_scalar,0.3,50201,41,1.2766580638885499,58.94300098705571,41,1.289621668293121,1.2766580638885499
development,1,shunting,strict_scalar,0.3,50201,42,1.2701811335881552,60.30425136908889,42,1.281756801808134,1.2701811335881552
development,1,shunting,strict_scalar,0.3,50201,43,1.2643149255116781,61.53889263106976,43,1.2750747527213806,1.2643149255116781
development,1,shunting,strict_scalar,0.3,50201,44,1.2605671704610188,62.75895801698789,44,1.2681612270943663,1.2605671704610188
development,1,shunting,strict_scalar,0.3,50201,45,1.2568724091847738,63.9837351590395,45,1.265586090214709,1.2568724091847738
development,1,shunting,strict_scalar,0.3,50201,46,1.2536937192281088,65.2097557480447,46,1.2624206600037027,1.2536937192281088
development,1,shunting,strict_scalar,0.3,50201,47,1.2480895903905234,66.44227445009165,47,1.257098635460468,1.2480895903905234
development,1,shunting,strict_scalar,0.3,50201,48,1.2412012640635173,67.66705201310106,48,1.2518906168481136,1.2412012640635173
development,1,shunting,strict_scalar,0.3,50201,48,1.2412012640635173,69.03342219709884,49,1.2492368785624808,1.244716554323832
development,1,shunting,strict_scalar,0.3,50201,50,1.240341353416443,70.26553566404618,50,1.248967040726479,1.240341353416443
