hierarchy,cohort,run_dir,config_index,seed,regime,architecture,credit,depth,branch_factors,total_parameters,trainable_parameters,active_synapses,candidate_synapse_slots,persistent_state_scalars,config_sha256,final_sha256,fallback_mentions,nonfinite_alert,train_accuracy,valid_accuracy,test_accuracy,train_auc,valid_auc,test_auc,train_categorical_loglikelihood,valid_categorical_loglikelihood,test_categorical_loglikelihood,mechanism,method,transport,signal_delta,train_gain_sigma,test_gain_sigma,source,reference_depth
3,journal_remaining_h3_rewired_tree_grouped_point_bp,remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260813080205,6,10206,rewired_tree,grouped_point,full_bp,1,8,66178,66178,14336,21760,2944,53818744ad76cf38037afba713e29ffa5fbad55938c023eea1777549474974a7,a5eb3bb2aa6e1b8a8b33a8899aead9925466f7c32ad0375e68a65e73a90bea97,0,False,0.613599956035614,0.6119999885559082,0.6114999651908875,0.6590945720672607,0.6540991067886353,0.6570747494697571,-0.6522903442382812,-0.6553996801376343,-0.6538442373275757,,,,,,,,
3,journal_remaining_h3_rewired_tree_grouped_point_bp,remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260813080205,7,10207,rewired_tree,grouped_point,full_bp,1,8,66178,66178,14336,21760,2944,12fe5eb6b7fd1736ff0066480d1599c39df33082c44fdc0121178f250791476b,92f505b875ada19c304e2d405f69b62d922db22cd27d242a0f9cea2ac79ea894,0,False,0.6237999796867371,0.618399977684021,0.6103000044822693,0.6644961833953857,0.6625752449035645,0.6516472697257996,-0.649911105632782,-0.6504186391830444,-0.657373309135437,,,,,,,,
3,journal_remaining_h3_rewired_tree_grouped_point_bp,remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260813080205,8,10208,rewired_tree,grouped_point,full_bp,1,8,66178,66178,14336,21760,2944,b3e4e726c71d8358d5412094b28beb044505c95db3fe04cee76f648396df330b,f176c03ca12d07de533c0c7d4c8f9f72fdb2372d0a590b8de80d8a03d2168762,0,False,0.6189999580383301,0.6110000014305115,0.614799976348877,0.6671914458274841,0.6511812210083008,0.6559850573539734,-0.6489630937576294,-0.6574639081954956,-0.6548369526863098,,,,,,,,
3,journal_remaining_h3_rewired_tree_grouped_point_bp,remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260813080205,9,10209,rewired_tree,grouped_point,full_bp,1,8,66178,66178,14336,21760,2944,b8816167b7d79c37c1502f0b2bd5b9a997c8ac594bdbeda6946358d417c3c8dc,b4ba1639bf102e8664d84def821f04040140a73dd70d3056eb0e280dec09e9f6,0,False,0.6204999685287476,0.6152999997138977,0.6056999564170837,0.6597034335136414,0.6558101773262024,0.6532647013664246,-0.6532480120658875,-0.6545729637145996,-0.6554098725318909,,,,,,,,
3,journal_remaining_h3_rewired_tree_grouped_point_bp,remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260813080205,10,10200,rewired_tree,grouped_point,full_bp,2,2x3,66178,66178,14336,21760,2944,7432d750bce211740659477a61652e4c5c32dbb093935f3d4156df60aa4e27b6,24a26d47ee25bf360990b46dea45ccfd0ff506fd80e4761c4c979a38559a55dd,0,False,0.6132000088691711,0.6114999651908875,0.6085000038146973,0.6629120707511902,0.6613695025444031,0.6525043249130249,-0.6507055163383484,-0.6511499881744385,-0.6557851433753967,,,,,,,,
3,journal_remaining_h3_rewired_tree_grouped_point_bp,remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260813080205,11,10201,rewired_tree,grouped_point,full_bp,2,2x3,66178,66178,14336,21760,2944,1a8346f1154566e66bb3b0baa3214e7c471a68d289a6ec1f98b66bcc279a947e,2e2a3c4160669eedec43b18e83b051ed115d868672d6fb81d85f43c37d440b4a,0,False,0.6234999895095825,0.6118999719619751,0.6155999898910522,0.6747550368309021,0.6578580141067505,0.6582006216049194,-0.6441342830657959,-0.6536809206008911,-0.6539087891578674,,,,,,,,
3,journal_remaining_h3_rewired_tree_grouped_point_bp,remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260813080205,12,10202,rewired_tree,grouped_point,full_bp,2,2x3,66178,66178,14336,21760,2944,4f53f4660488a19e6963ba7dfa804c121000e3781946f899f5daf2f00425e4f0,094c781f81c6647ee6a4a2d31ab14fca58dfa2fffea33fd94956d76d03d6c5df,0,False,0.6166999936103821,0.6126999855041504,0.6168000102043152,0.6668696403503418,0.6574886441230774,0.6588373780250549,-0.6479702591896057,-0.6541115045547485,-0.6542186141014099,,,,,,,,
3,journal_remaining_h3_rewired_tree_grouped_point_bp,remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260813080205,13,10203,rewired_tree,grouped_point,full_bp,2,2x3,66178,66178,14336,21760,2944,0ad3192249dbce7c39be80bc4b65ef85cc33d0753c45f3e3401dbe3ff0a2fd91,774003e1383b5f14676e60670dbe51f5fd693e64f811c418eabfc5df39693bc0,0,False,0.6245999932289124,0.6159999966621399,0.6121999621391296,0.6679481267929077,0.662595272064209,0.6547032594680786,-0.6485427618026733,-0.6520774364471436,-0.6553394794464111,,,,,,,,
3,journal_remaining_h3_rewired_tree_grouped_point_bp,remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260813080205,14,10204,rewired_tree,grouped_point,full_bp,2,2x3,66178,66178,14336,21760,2944,694514cb091ecfbf96eadfcdcd67911e8e534c04cc2d4c7bd86f7d97f6584aac,14bfd478ed7667e59d1527f37f57b62339f09df47e163313e6382922a6df60d1,0,False,0.6269999742507935,0.612500011920929,0.6011999845504761,0.6725057363510132,0.6571329236030579,0.6471107006072998,-0.64700847864151,-0.6540552377700806,-0.6590517163276672,,,,,,,,
3,journal_remaining_h3_rewired_tree_grouped_point_bp,remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260813080205,15,10205,rewired_tree,grouped_point,full_bp,2,2x3,66178,66178,14336,21760,2944,31573962ba0047b8904ff415bc9237162f6a709735dea590a5c00a59dae3943e,62a5d5cbad1931550be4dc08c296e859050413625c8b15cef8c7d8aca4bc2ff3,0,False,0.6157000064849854,0.6046000123023987,0.6122999787330627,0.6649065613746643,0.6473262906074524,0.6583328247070312,-0.6496221423149109,-0.6587411761283875,-0.6535240411758423,,,,,,,,
